0	9.43293168831104145156e-02
1	9.43293168831104145156e-02
2	2.18838253318625275412e-01
3	3.34794415598258510158e-02
4	6.50147700056452726436e-01
5	4.45808191975829215536e-01
6	9.36391159997870592413e-01
7	7.65151209345314442523e-01
8	6.06551565710659823516e-01
9	4.71152181384395962738e-01
